id,driving_children,dob,age,home_children,years_on_job,income,single_parent,home_value,marital_status,gender,education,occupation,travel_time,car_use,vehicle_value,time_in_force,car_type,red_car,total_claims_5_years,claims_frequency_5_years,license_revoked,vehicle_points,claims_amount,car_age,claims_flag_crash,city_population
187122023,0,1955-01-24,44,0,11,65426,0,181181,1,M,Bachelors,Manager,44,Commercial,6040,6,Pickup,1,0,0,0,1,0,14,0,Urban
638602003,2,1960-06-20,39,2,77,64990,0,197575,1,F,High School,Professional,5,Commercial,17510,10,Pickup,0,0,0,0,0,0,7,0,Urban
262994743,0,1963-01-24,36,4,14,45484,0,187068,1,F,High School,Blue Collar,23,Private,9650,6,SUV,0,4448,2,0,6,0,1,0,Urban
736213708,0,1954-05-13,45,0,13,107012,0,322746,1,M,Masters,Manager,43,Commercial,28300,4,Panel Truck,1,0,0,0,3,0,1,0,Urban
154763717,0,1950-10-24,49,0,12,23111,0,135834,1,F,High School,Clerical,39,Private,12260,3,SUV,0,0,0,0,0,0,8,0,Urban
624440117,0,1941-07-08,58,0,15,89403,0,274333,1,M,Bachelors,Blue Collar,23,Commercial,22990,10,Panel Truck,0,0,0,1,2,0,15,0,Urban
596520948,0,1943-09-02,56,0,15,4200,0,127300,1,F,Bachelors,Home Maker,35,Private,37380,1,Minivan,0,0,0,0,0,0,9,0,Urban
903207853,0,1962-08-17,37,3,9,14818,1,137447,0,M,High School,Clerical,34,Commercial,16710,4,Van,1,0,0,1,0,0,1,0,Rural
230201806,0,1953-03-06,46,0,7,76216,0,0,0,F,Masters,Home Maker,56,Private,13720,4,SUV,0,0,0,1,3,0,19,0,Urban
77027507,0,1954-06-13,45,0,12,43998,0,181595,1,F,Masters,Manager,16,Private,25500,4,Minivan,0,0,0,0,0,0,15,0,Urban
529008078,0,1946-11-07,53,0,14,39095,0,197227,1,M,High School,Manager,11,Private,10710,6,Pickup,1,0,0,0,0,0,10,0,Urban
679670661,0,1948-11-04,51,0,12,54236,0,219127,1,M,Bachelors,Blue Collar,40,Commercial,6600,1,Pickup,0,0,0,0,0,0,14,0,Rural
713608494,0,1966-10-18,33,5,0,0,0,0,1,F,Bachelors,Home Maker,45,Private,9930,4,Sports Car,0,0,0,0,3,0,10,0,Rural
512239483,0,1956-06-12,43,3,11,72637,1,0,0,F,Masters,Manager,46,Commercial,24050,1,Panel Truck,0,0,0,0,0,0,16,0,Urban
97863760,0,1952-03-01,47,0,13,128481,0,0,0,M,Bachelors,Professional,40,Private,14350,1,Minivan,1,0,0,0,2,0,12,0,Urban
291645169,0,1944-07-27,55,0,12,51512,0,0,0,M,Bachelors,Clerical,29,Commercial,9160,6,Pickup,0,0,0,0,0,0,4,0,Rural
697069006,0,1956-01-30,43,0,14,93239,0,277687,1,F,Masters,Professional,36,Private,5800,1,Sports Car,0,0,0,0,0,0,13,0,Rural
928682529,2,1961-10-11,38,2,0,0,0,0,1,M,High School,Student,22,Commercial,5300,4,Pickup,1,0,0,0,8,9388,1,1,Urban
575021726,0,1968-10-26,31,0,5,11425,0,0,0,F,High School,Clerical,40,Private,4780,3,SUV,0,2168,2,0,2,4229,6,1,Urban
349140341,0,1961-10-14,38,0,6,90075,0,271397,0,F,Masters,Professional,40,Private,30110,1,Minivan,0,0,0,0,2,0,15,0,Urban
584879551,0,1957-12-01,41,0,10,185205,0,480262,0,M,Bachelors,Blue Collar,47,Commercial,5600,12,Pickup,1,0,0,0,0,0,12,0,Rural
783521021,0,1949-07-04,50,0,0,0,0,0,0,F,High School,Home Maker,8,Private,6500,7,SUV,0,0,0,0,0,0,1,0,Urban
328805838,0,1946-03-10,53,0,14,46817,0,223487,1,M,Masters,Manager,21,Private,6800,1,Pickup,0,0,0,0,0,0,13,0,Urban
199869071,0,1953-06-09,46,0,10,42621,0,0,0,F,High School,Clerical,45,Private,10360,4,SUV,0,7333,1,1,0,5120,1,1,Urban
972116350,0,1944-02-23,55,0,15,105178,0,313734,1,F,PhD,Doctor,25,Private,12020,4,Minivan,0,0,0,0,0,0,8,0,Urban
295796026,0,1936-08-15,63,0,13,31269,0,201461,1,M,High School,Professional,42,Private,10930,7,Sports Car,1,0,0,0,4,0,1,0,Rural
880892293,3,1959-08-12,40,4,10,147647,1,385798,0,M,PhD,Professional,12,Commercial,28870,3,Panel Truck,1,1449,2,0,3,6767,25,1,Urban
521555925,0,1964-04-01,35,0,5,60855,0,0,0,M,Bachelors,Blue Collar,52,Commercial,23480,9,Panel Truck,0,0,0,0,0,0,1,0,Rural
193531081,0,1944-10-01,55,0,12,130162,0,356853,0,F,Bachelors,Blue Collar,17,Commercial,29990,1,Panel Truck,0,0,0,0,2,0,7,0,Rural
50201699,1,1961-03-11,38,2,12,10287,1,0,0,M,High School,Blue Collar,11,Commercial,19320,7,Van,0,0,0,0,0,0,1,0,Rural
133687781,0,1939-06-22,60,0,5,100328,0,302757,1,F,Masters,Lawyer,20,Private,22300,10,SUV,0,0,0,0,1,0,20,0,Urban
728416025,0,1970-10-12,29,3,13,24365,1,0,0,F,High School,Student,9,Commercial,6840,7,SUV,0,36744,1,1,2,6464,1,1,Urban
431732727,0,1951-04-19,48,0,11,105103,0,318523,1,F,Masters,Lawyer,34,Private,6300,10,Sports Car,0,0,0,0,0,0,16,0,Urban
61092357,2,1955-12-12,43,3,12,53073,1,213525,0,F,Masters,Lawyer,39,Private,23100,10,Pickup,0,5328,4,0,5,6515,13,1,Urban
731351298,2,1959-01-13,40,3,13,48623,0,221757,1,F,High School,Blue Collar,21,Private,25620,10,Sports Car,0,0,0,0,2,0,1,0,Rural
639473172,0,1957-05-02,42,0,8,57095,0,0,0,F,High School,Blue Collar,25,Commercial,20720,4,SUV,0,46442,1,1,5,0,12,0,Rural
600565109,0,1951-09-17,48,0,15,36098,0,0,0,M,High School,Manager,24,Private,9910,1,Pickup,1,8258,2,0,0,0,6,0,Urban
43524393,0,1952-04-13,47,0,12,65417,0,0,0,M,High School,Professional,22,Private,17880,11,Van,1,0,0,0,0,0,1,0,Rural
46945798,0,1953-02-03,46,0,14,104466,0,299208,0,M,Masters,Lawyer,19,Private,24840,10,Minivan,1,0,0,0,0,0,16,0,Urban
949616041,0,1947-07-19,52,0,0,0,0,148315,1,M,High School,Student,62,Private,7070,4,Pickup,1,0,0,0,2,0,1,0,Rural
808141196,0,1955-05-28,44,0,0,22288,0,155196,1,F,Bachelors,Home Maker,14,Private,8130,7,SUV,0,0,0,0,2,0,14,0,Urban
718113120,0,1968-10-31,31,2,10,47623,1,0,0,F,High School,Blue Collar,27,Commercial,4600,6,Sports Car,0,35375,3,0,0,0,1,0,Urban
918037800,0,1947-05-05,52,0,14,25835,0,127524,1,F,High School,Clerical,53,Private,11340,6,SUV,0,0,0,0,1,0,1,0,Rural
547998631,0,1948-07-12,51,0,8,46993,0,175488,1,F,Bachelors,Blue Collar,40,Commercial,11300,1,Minivan,0,4219,4,0,3,0,6,0,Urban
441024113,0,1964-06-12,35,0,10,71379,0,0,0,M,Bachelors,Blue Collar,34,Commercial,22010,10,Van,1,31039,2,1,3,3840,9,1,Urban
421629674,0,1950-08-22,49,0,13,37414,0,185993,1,F,High School,Blue Collar,32,Commercial,10260,3,SUV,0,7105,2,0,9,2527,1,1,Urban
374890426,0,1946-07-27,53,0,14,161395,0,412344,1,M,PhD,Lawyer,40,Private,22940,4,Minivan,0,0,0,0,2,0,11,0,Urban
620021234,0,1968-05-18,31,1,9,83316,1,239711,0,F,High School,Professional,12,Commercial,37720,6,Panel Truck,0,0,0,0,5,19970,1,1,Urban
24556455,0,1949-07-24,50,0,13,21262,0,152605,0,F,High School,Home Maker,22,Private,1930,1,Sports Car,0,0,0,0,3,0,8,0,Rural
731901612,0,1951-08-22,48,0,9,16468,0,127759,1,F,High School,Clerical,19,Private,16540,1,SUV,0,0,0,0,0,0,1,0,Urban
324413636,0,1948-05-06,51,0,13,81948,0,308197,1,F,High School,Professional,5,Private,7850,6,Sports Car,0,2219,1,0,0,0,1,0,Urban
766689359,0,1946-02-24,53,0,16,139307,0,338975,1,M,Masters,Lawyer,5,Private,21910,6,Van,1,0,0,0,0,0,18,0,Urban
11668406,0,1945-03-19,54,0,13,74398,0,233136,0,F,Bachelors,Manager,49,Private,14340,3,Sports Car,0,0,0,0,1,0,1,0,Urban
926349945,0,1952-07-26,47,0,7,108139,0,0,0,F,Bachelors,Professional,46,Private,17440,11,Minivan,0,3924,1,0,2,0,12,0,Urban
201600772,0,1951-06-05,48,0,11,45916,0,194824,0,M,High School,Blue Collar,27,Private,9160,4,Pickup,0,3424,1,0,5,0,1,0,Urban
239268527,0,1969-03-10,30,1,0,0,1,0,0,F,High School,Student,37,Private,4500,1,Sports Car,0,4749,3,0,7,0,6,0,Urban
148659373,0,1954-02-02,45,0,11,191870,0,546868,0,M,PhD,Doctor,28,Private,5900,6,Pickup,1,0,0,0,1,0,14,0,Urban
739230069,1,1956-02-02,43,1,3,154611,1,0,0,M,Masters,Lawyer,53,Private,31830,10,Minivan,1,0,0,1,0,0,19,0,Urban
304709756,0,1956-04-25,43,0,11,43032,0,0,1,M,Bachelors,Blue Collar,44,Commercial,12490,7,Minivan,1,0,0,0,0,0,1,0,Urban
187776372,0,1948-01-12,51,0,7,26114,0,0,0,F,Masters,Lawyer,36,Private,9780,6,Minivan,0,1867,2,0,0,3291,8,1,Urban
878242363,0,1943-09-07,56,0,12,38389,0,173079,0,F,Bachelors,Clerical,21,Private,1500,6,SUV,0,0,0,0,0,0,13,0,Rural
957392742,0,1957-02-15,42,3,16,35586,0,125317,1,M,High School,Clerical,29,Commercial,5060,10,Pickup,0,24208,1,1,5,4236,1,1,Urban
414522894,0,1972-08-14,27,3,11,14461,0,108046,1,F,High School,Clerical,30,Private,9990,1,SUV,0,0,0,1,2,8107,1,1,Urban
481512763,0,1952-11-02,47,0,10,45669,0,165229,0,M,Masters,Manager,34,Commercial,9840,8,Pickup,1,0,0,1,0,0,9,0,Urban
602933385,0,1965-08-08,34,1,10,74356,0,233461,1,F,Bachelors,Manager,41,Private,1500,13,SUV,0,5926,2,0,8,0,13,0,Urban
198896835,0,1951-03-26,48,0,8,37095,0,0,1,F,High School,Clerical,43,Private,7090,6,Sports Car,0,28456,3,0,4,0,1,0,Urban
573084462,0,1940-02-22,59,0,13,137935,0,380971,0,M,PhD,Doctor,26,Private,21190,10,Minivan,0,0,0,0,1,0,10,0,Urban
171639897,0,1944-06-23,55,0,16,64603,0,217162,1,F,High School,Professional,20,Private,13460,10,SUV,0,5916,3,0,2,0,7,0,Urban
194393087,1,1960-04-10,39,2,31,159727,0,352003,1,M,High School,Blue Collar,31,Private,21370,6,Minivan,0,7931,2,0,2,0,1,0,Urban
311422974,1,1962-09-14,37,3,6,29251,1,0,0,F,High School,Clerical,37,Private,22300,12,Minivan,0,0,0,0,0,3514,5,1,Urban
498844883,2,1954-08-09,45,2,14,71033,0,219527,1,F,Bachelors,Clerical,36,Private,14330,17,Minivan,0,0,0,0,5,0,6,0,Urban
230285211,0,1964-03-06,35,0,7,17562,0,0,0,M,High School,Clerical,6,Private,14320,10,Minivan,1,0,0,0,0,0,1,0,Rural
812601483,0,1953-01-22,46,0,13,26412,0,140131,1,M,High School,Clerical,43,Commercial,10060,1,Pickup,1,8636,3,0,5,5488,7,1,Urban
804938542,0,1942-11-09,57,0,12,47248,0,0,1,M,Bachelors,Manager,32,Commercial,27690,4,Panel Truck,0,4179,2,0,4,0,10,0,Urban
665881598,0,1971-09-24,28,2,16,11550,0,104450,1,M,High School,Clerical,23,Private,6180,1,Minivan,0,0,0,0,0,0,1,0,Rural
951534863,0,1946-04-22,53,0,12,74061,0,272686,1,M,Bachelors,Manager,70,Private,13430,9,Minivan,0,0,0,0,0,0,11,0,Urban
490977666,0,1962-04-15,37,2,14,83419,0,297024,1,F,High School,Blue Collar,33,Commercial,9840,10,Sports Car,0,3771,3,0,3,5027,1,1,Urban
197386878,0,1952-05-05,47,0,10,129926,0,0,0,M,Masters,Professional,62,Private,15650,4,Minivan,1,6527,3,0,1,0,9,0,Urban
887205191,0,1959-09-23,40,0,14,96462,0,262391,0,M,Bachelors,Blue Collar,20,Private,15150,4,Minivan,1,0,0,0,0,0,12,0,Urban
754785835,0,1954-07-13,45,0,10,63457,0,209490,1,M,Bachelors,Professional,33,Commercial,28770,1,Panel Truck,0,4845,2,0,5,0,8,0,Urban
592729210,0,1941-11-16,58,0,7,65923,0,238115,1,M,Bachelors,Manager,30,Commercial,29800,1,Panel Truck,1,3886,2,0,2,0,8,0,Urban
18235294,0,1951-01-07,48,0,14,29295,0,147113,1,M,High School,Clerical,28,Private,9230,4,Pickup,1,0,0,0,6,0,1,0,Rural
2885798,0,1953-09-25,46,0,77,60213,0,216721,1,M,High School,Professional,29,Private,22630,1,Minivan,1,0,0,0,2,0,7,0,Urban
103962387,0,1967-06-27,32,0,9,36763,0,175960,1,M,High School,Blue Collar,12,Private,6550,7,Pickup,1,7475,1,0,4,0,5,0,Urban
750236944,0,1945-07-26,54,0,12,93400,0,317614,1,M,High School,Blue Collar,26,Commercial,16240,6,Van,1,9866,1,0,0,0,1,0,Urban
909016250,0,1947-11-27,51,0,11,71939,0,0,0,M,Bachelors,Manager,14,Private,13790,1,Minivan,0,0,0,0,2,0,8,0,Urban
651621441,0,1960-02-25,39,0,9,103073,0,257576,0,F,Bachelors,Manager,29,Private,28750,1,Pickup,0,0,0,0,0,0,1,0,Urban
680280423,0,1957-02-19,42,1,12,80130,0,231747,1,M,High School,Blue Collar,6,Commercial,5700,4,Minivan,1,34020,1,1,9,3674,1,1,Urban
738075150,0,1946-07-01,53,0,7,10232,0,129979,1,F,Masters,Home Maker,33,Private,24470,16,Minivan,0,5458,2,0,3,0,18,0,Urban
487225747,0,1960-06-26,39,0,11,67011,0,0,0,F,High School,Blue Collar,39,Commercial,25740,1,Van,0,10535,1,0,4,0,1,0,Urban
422201687,0,1955-08-08,44,0,0,0,0,83523,0,F,High School,Home Maker,72,Private,20230,1,Minivan,0,0,0,0,0,0,8,0,Rural
733505117,0,1943-11-15,56,2,30,99186,0,336691,1,M,Bachelors,Manager,35,Commercial,16820,3,Van,1,0,0,0,1,0,9,0,Urban
113730746,0,1956-09-24,43,2,12,10859,0,117283,1,F,High School,Home Maker,45,Commercial,19150,6,Van,0,0,0,0,3,0,4,0,Rural
285072055,0,1953-06-03,46,0,11,98572,0,0,0,M,Bachelors,Blue Collar,27,Commercial,17020,1,Van,0,4538,2,0,7,3180,10,1,Urban
869866364,1,1962-04-29,37,2,13,80183,1,0,0,F,Bachelors,Blue Collar,22,Commercial,15500,4,Minivan,0,8385,1,0,7,3439,12,1,Urban
643790170,0,1966-09-20,33,3,11,27939,1,0,0,F,High School,Clerical,18,Private,4290,10,Sports Car,0,0,0,0,0,0,6,0,Rural
602672341,0,1962-09-06,37,2,11,36073,0,0,1,M,High School,Clerical,32,Commercial,22690,6,Panel Truck,1,8193,4,0,5,0,6,0,Urban
34557554,0,1977-09-11,22,0,0,0,0,0,0,M,High School,Student,22,Private,3700,3,Minivan,1,0,0,0,0,5430,1,1,Urban
629209460,2,1955-09-30,44,2,13,142551,1,391566,0,F,Masters,Lawyer,16,Private,5900,11,Sports Car,0,39019,1,0,8,0,18,0,Urban
609839061,0,1944-03-07,55,0,7,24785,0,160333,1,F,Bachelors,Home Maker,63,Private,9480,1,Sports Car,0,3587,3,0,0,0,9,0,Urban
925679757,0,1938-12-05,60,0,0,0,0,108148,1,F,High School,Student,30,Private,7500,4,SUV,0,8739,1,0,4,3736,1,1,Urban
779798830,1,1963-10-28,36,2,14,20926,0,122046,1,M,High School,Clerical,23,Private,9000,6,Pickup,0,37689,1,1,7,0,1,0,Urban
378685088,0,1939-04-07,60,0,12,89504,0,239965,0,F,Masters,Lawyer,50,Private,10450,6,SUV,0,893,2,0,5,0,19,0,Urban
877277908,0,1946-06-10,53,0,13,34455,0,0,0,M,PhD,Manager,62,Commercial,28170,11,Panel Truck,0,0,0,0,1,0,15,0,Urban
303886864,1,1954-11-07,45,2,7,26681,1,166588,0,F,Bachelors,Professional,10,Private,14560,1,SUV,0,0,0,0,3,0,13,0,Rural
646482160,1,1956-02-29,43,1,7,57170,0,198402,1,F,High School,Blue Collar,41,Private,26320,9,Minivan,0,25804,2,0,0,0,1,0,Urban
881285757,0,1956-09-25,43,0,7,89955,0,309466,1,F,PhD,Lawyer,43,Private,26740,1,Minivan,0,0,0,0,0,0,1,0,Urban
727204683,0,1950-07-16,49,0,10,43676,0,0,0,F,High School,Blue Collar,22,Commercial,10770,4,SUV,0,9230,1,0,3,3140,7,1,Urban
672206945,0,1963-02-11,36,2,10,27370,1,0,0,M,High School,Blue Collar,25,Commercial,13670,4,Minivan,0,4318,1,0,3,4482,7,1,Urban
884326653,0,1949-05-14,50,0,14,63166,0,201839,1,F,High School,Professional,26,Private,12990,4,SUV,0,0,0,0,0,0,1,0,Urban
902048251,0,1935-09-10,64,0,14,45110,0,178514,1,M,Bachelors,Blue Collar,22,Commercial,14860,1,SUV,0,0,0,0,0,4278,9,1,Urban
31285809,0,1943-03-02,56,2,10,47562,0,169576,1,F,High School,Blue Collar,16,Commercial,21880,1,Pickup,0,9894,1,0,2,0,7,0,Urban
164287398,3,1958-02-22,41,3,10,43488,1,0,0,F,High School,Blue Collar,48,Private,9950,11,SUV,0,0,0,0,4,5576,1,1,Urban
405402235,0,1939-11-15,60,0,0,0,0,146261,1,F,Bachelors,Home Maker,45,Private,23800,3,Sports Car,0,6223,1,0,5,0,12,0,Urban
185458905,0,1954-07-17,45,0,8,62991,0,234990,1,F,Bachelors,Manager,30,Private,12300,6,SUV,0,3078,1,0,1,0,7,0,Urban
852141727,1,1946-03-03,53,1,11,63593,1,0,0,F,Bachelors,Blue Collar,39,Commercial,23410,13,Pickup,0,0,0,0,0,0,10,0,Rural
481734854,0,1948-08-21,51,0,13,81987,0,258282,0,M,High School,Blue Collar,36,Private,14800,9,Minivan,0,0,0,0,0,0,8,0,Rural
24008554,0,1950-07-30,49,0,10,41068,0,0,0,M,High School,Blue Collar,28,Commercial,21130,6,Van,1,7463,2,0,0,20883,1,1,Urban
508252659,0,1946-09-03,53,0,13,50516,0,218287,1,F,High School,Manager,5,Private,11850,1,SUV,0,0,0,0,0,0,1,0,Urban
722135206,0,1944-04-30,55,0,14,74441,0,226180,1,F,Masters,Professional,18,Private,16050,1,SUV,0,0,0,0,0,0,1,0,Urban
749598455,0,1947-02-02,52,0,8,130393,0,363470,1,M,Masters,Manager,34,Private,22360,1,Minivan,1,0,0,0,1,0,11,0,Urban
976090829,0,1958-02-15,41,0,14,99403,0,247297,0,F,Bachelors,Professional,36,Private,16520,1,SUV,0,0,0,0,1,0,1,0,Rural
293776930,0,1953-12-31,45,1,9,51221,0,166715,1,M,High School,Clerical,51,Private,16550,1,Minivan,1,0,0,0,1,2610,6,1,Urban
298601070,0,1963-01-02,36,0,12,107845,0,322073,1,F,Masters,Lawyer,27,Private,15880,4,SUV,0,0,0,0,0,0,15,0,Urban
872231801,0,1967-10-24,32,1,11,6622,0,0,1,F,High School,Student,22,Private,1500,6,Sports Car,0,0,0,0,0,5692,7,1,Urban
994904944,0,1934-07-05,65,2,10,29603,0,159862,1,M,High School,Blue Collar,26,Commercial,10960,9,SUV,0,5088,3,0,3,0,1,0,Urban
268975269,0,1956-01-05,43,0,13,43900,0,184254,1,M,High School,Clerical,11,Private,19760,1,Van,1,6024,1,0,5,0,8,0,Urban
464550883,0,1955-07-25,44,0,0,0,0,0,0,F,PhD,Home Maker,26,Private,22490,11,Minivan,0,0,0,0,1,0,15,0,Urban
268936192,0,1950-01-15,49,0,13,96057,0,245655,1,M,Bachelors,Professional,76,Commercial,27660,6,Panel Truck,0,0,0,0,2,4246,9,1,Urban
181441361,0,1964-09-10,35,0,5,37684,0,155474,0,M,Masters,Professional,29,Private,11040,1,Minivan,1,9788,2,0,3,0,9,0,Urban
935222021,0,1958-07-30,41,0,11,56281,0,179309,0,M,Bachelors,Manager,54,Private,11230,1,Minivan,0,5916,1,0,1,0,13,0,Urban
926800152,0,1943-02-10,56,1,10,50384,0,191197,1,M,Bachelors,Manager,38,Private,14990,1,Minivan,1,0,0,0,0,0,9,0,Urban
832980576,0,1948-08-21,51,0,18,57910,0,229038,1,M,Masters,Lawyer,13,Private,13610,10,Minivan,0,0,0,0,2,0,13,0,Urban
133704417,0,1943-09-26,56,0,13,104468,0,313603,1,M,Bachelors,Professional,49,Commercial,27950,1,Panel Truck,1,0,0,0,3,0,11,0,Urban
769341506,0,1961-12-04,37,0,12,112814,0,361722,1,M,Masters,Manager,52,Commercial,25630,4,Panel Truck,1,0,0,0,2,0,17,0,Urban
412707461,0,1959-05-01,40,1,14,84157,0,269578,1,M,Bachelors,Professional,49,Commercial,38320,4,Panel Truck,0,3442,1,0,2,0,1,0,Urban
85637705,2,1954-02-01,45,3,15,23000,0,167879,1,M,High School,Clerical,19,Private,10680,6,Pickup,0,0,0,0,0,0,8,0,Rural
58554153,0,1949-10-06,50,0,14,27783,0,0,0,M,High School,Blue Collar,41,Commercial,6500,1,Pickup,1,8506,1,0,1,3124,1,1,Urban
161966320,0,1960-12-08,38,0,14,17724,0,147657,1,M,High School,Clerical,31,Private,12270,10,Minivan,0,0,0,0,0,0,6,0,Rural
55524088,0,1971-02-18,28,1,9,20852,0,123109,1,F,High School,Home Maker,5,Private,20960,1,Minivan,0,20581,1,1,3,0,1,0,Urban
695588460,0,1961-11-17,38,4,19,30735,0,136298,1,F,High School,Clerical,15,Private,21430,10,Minivan,0,0,0,0,0,0,4,0,Rural
987311024,0,1942-10-07,57,0,14,60599,0,214459,1,F,Masters,Lawyer,50,Private,16550,4,SUV,0,19751,2,1,0,0,12,0,Urban
424197869,0,1941-03-01,58,0,15,102092,0,270868,1,F,Masters,Lawyer,16,Private,17510,6,Minivan,0,0,0,0,4,0,13,0,Urban
751746887,0,1950-04-30,49,0,13,147455,0,394201,0,M,PhD,Manager,53,Commercial,23230,6,Panel Truck,0,0,0,0,0,0,22,0,Urban
709682622,0,1948-05-23,51,0,11,104346,0,319207,1,F,High School,Blue Collar,33,Commercial,24860,17,Minivan,0,2131,1,0,3,2235,1,1,Urban
762375598,1,1958-10-10,41,1,10,96166,0,241382,1,F,Masters,Lawyer,29,Private,15220,1,SUV,0,0,0,1,1,1187,8,1,Urban
313316901,0,1950-09-17,49,0,15,7077,0,0,1,F,High School,Student,35,Private,9700,17,Sports Car,0,0,0,0,0,0,11,0,Urban
542281799,0,1937-01-08,62,0,11,34580,0,195895,1,F,Masters,Lawyer,12,Private,20880,1,Minivan,0,6200,1,0,3,0,12,0,Rural
9864398,0,1943-05-23,56,0,9,47847,0,178445,1,F,Bachelors,Blue Collar,49,Commercial,11880,1,Sports Car,0,0,0,0,4,295,12,1,Urban
63641910,0,1954-04-07,45,1,10,102765,1,0,0,F,Masters,Lawyer,43,Private,19680,6,Minivan,0,0,0,0,0,1283,17,1,Urban
9479318,0,1968-02-24,31,1,11,38453,1,163602,0,F,High School,Blue Collar,9,Commercial,17360,6,Pickup,0,8153,1,0,8,4550,1,1,Urban
642188257,0,1942-05-21,57,0,13,81022,0,259579,1,F,High School,Professional,35,Private,31280,1,Pickup,0,0,0,1,1,0,9,0,Urban
291046635,0,1944-01-14,55,0,13,44967,0,205531,1,M,High School,Clerical,30,Private,6000,1,Minivan,1,0,0,0,0,0,9,0,Urban
949033066,3,1960-02-10,39,3,63,30728,0,174194,1,F,Bachelors,Clerical,6,Private,27250,6,Minivan,0,1400,2,0,1,0,11,0,Rural
26574720,0,1955-09-22,44,0,13,169602,0,0,0,F,PhD,Doctor,37,Private,28650,10,Van,0,4069,1,0,7,0,16,0,Urban
384962368,0,1951-10-18,48,0,14,100709,0,0,0,F,PhD,Manager,12,Private,16370,1,SUV,0,0,0,1,1,0,1,0,Urban
901650977,0,1952-06-02,47,0,8,130087,0,0,0,F,Masters,Lawyer,28,Private,11980,1,SUV,0,0,0,0,0,0,22,0,Urban
866863943,0,1971-12-17,27,4,10,38951,0,184377,1,F,High School,Clerical,18,Private,9780,6,Sports Car,0,0,0,0,2,0,7,0,Urban
329938074,0,1952-05-10,47,0,9,59233,0,167038,0,F,Bachelors,Blue Collar,14,Commercial,21420,1,Minivan,0,0,0,0,1,4719,8,1,Urban
196850945,0,1946-10-04,53,0,11,91924,0,249756,1,M,High School,Blue Collar,5,Commercial,19330,13,Van,0,20463,1,1,3,3611,8,1,Urban
257009795,0,1944-08-15,55,0,12,37537,0,158064,1,F,Bachelors,Blue Collar,30,Commercial,10750,6,SUV,0,2595,2,0,1,0,11,0,Urban
737225966,0,1952-07-07,47,0,12,60936,0,254729,1,M,Bachelors,Professional,24,Private,14220,10,Minivan,0,0,0,0,0,0,10,0,Urban
232169136,0,1947-03-27,52,0,12,37388,0,0,0,M,High School,Blue Collar,26,Commercial,7310,4,Pickup,1,19685,3,1,4,1131,1,1,Urban
84316018,0,1957-05-04,42,1,13,122085,0,351792,1,F,Masters,Lawyer,33,Private,18450,6,SUV,0,0,0,0,0,0,15,0,Urban
283869736,0,1967-02-17,32,4,16,25749,0,128717,1,F,High School,Clerical,33,Private,4700,7,Sports Car,0,8864,1,0,2,0,1,0,Urban
240832106,0,1972-09-11,27,2,15,53458,0,211386,1,M,Bachelors,Manager,26,Private,21600,10,Van,1,47389,2,0,6,0,7,0,Urban
442338873,0,1954-07-12,45,0,10,61696,0,207862,1,M,Bachelors,Professional,43,Private,18090,4,Van,1,0,0,1,1,4361,12,1,Urban
980076743,0,1961-09-21,38,0,9,70851,0,205840,1,M,High School,Clerical,48,Private,20330,6,Van,0,0,0,0,0,596,1,1,Urban
676564761,0,1946-07-30,53,0,8,132536,0,368061,1,M,Bachelors,Professional,43,Commercial,20050,1,Van,0,0,0,0,0,7990,9,1,Urban
400793877,0,1965-10-18,34,1,10,54853,0,0,1,F,Bachelors,Student,44,Private,18480,4,SUV,0,31830,2,1,2,0,1,0,Urban
711833264,1,1960-04-25,39,1,13,55220,0,127926,1,F,Bachelors,Clerical,66,Private,10920,1,SUV,0,0,0,0,2,0,10,0,Rural
474604095,2,1960-11-03,39,2,14,75946,0,229313,1,M,Bachelors,Blue Collar,19,Commercial,20090,1,Van,1,4017,2,0,6,0,11,0,Urban
922582130,0,1963-08-29,36,2,0,0,0,66630,1,F,Masters,Home Maker,32,Private,5100,4,Sports Car,0,0,0,0,3,0,9,0,Urban
198968221,0,1948-05-19,51,0,10,59486,0,0,1,F,High School,Blue Collar,13,Commercial,15990,6,SUV,0,20084,2,1,4,0,11,0,Urban
297552418,0,1943-12-26,55,0,12,41341,0,0,0,F,Masters,Lawyer,24,Private,10690,7,Minivan,0,0,0,1,0,0,9,0,Urban
158464992,0,1972-07-02,27,1,12,22252,1,0,0,F,High School,Blue Collar,33,Private,14070,1,SUV,0,0,0,0,1,4446,7,1,Urban
196382090,1,1963-05-30,36,3,8,26981,0,122302,1,F,High School,Clerical,7,Private,14410,4,Pickup,0,0,0,0,0,0,7,0,Urban
164947678,2,1959-03-17,40,2,11,93310,0,265298,1,F,Bachelors,Blue Collar,48,Commercial,10830,1,Pickup,0,45879,2,0,4,0,8,0,Urban
692062611,0,1959-08-24,40,0,7,30631,0,0,0,M,High School,Blue Collar,50,Commercial,11510,4,Pickup,1,981,3,0,5,3007,1,1,Urban
289630825,0,1958-11-03,41,0,7,37771,0,169247,1,F,Bachelors,Home Maker,44,Private,9380,4,SUV,0,0,0,0,0,0,11,0,Rural
704750688,0,1966-01-30,33,1,8,74409,0,243092,1,F,Masters,Lawyer,31,Private,12240,4,Minivan,0,0,0,0,0,0,17,0,Urban
